"lgm_row","lgm_long","lgm_lat","row_findin","distance","Sample","Sample_ID","Flag","Device","Latitude","Longitude","Water_depth","Ocean","Sample_depth_top","Sample_depth_bottom","Sample_depth_average","Author","Journal","Year","Publication_doi","Resource_doi","Comment","Database","Type","Count_min","Count","Dentigloborotalia_anfracta","Globorotalia_cavernula","Globorotalia_crassaformis","Globorotalia_hirsuta","Globorotalia_menardii","Globorotalia_scitula","Globorotalia_truncatulinoides","Globorotalia_tumida","Globorotalia_ungulata","Globorotalia_theyeri","Globoconella_inflata","Neogloboquadrina_dutertrei","Neogloboquadrina_incompta","Neogloboquadrina_pachyderma","Pulleniatina_obliquiloculata","Globoquadrina_conglomerata","Globorotaloides_hexagonus","Berggrenia_pumilio","Globigerina_bulloides","Globigerina_falconensis","Globigerinoides_conglobatus","Globigerinoides_ruber","Globigerinoides_white","Trilobatus_sacculifer","Globigerinoides_tenellus","Orbulina_universa","Beella_digitata","Globigerinella_siphonifera","Globigerinella_calida","Globigerinella_adamsi","Turborotalita_quinqueloba","Turborotalita_humilis","Globoturborotalita_rubescens","Sphaeroidinella_dehiscens","Candeina_nitida","Globigerinita_glutinata","Globigerinita_uvula","Globigerinita_minuta","Tenuitella_iota","Hastigerina_pelagica","Hastigerinella_digitata","Globorotalia_menardii_._Globorotalia_tumida","Globigerinoides_ruber_._Globigerinoides_white","Turborotalita_humilis_._Berggrenia_pumilio","unidentified","site","woa_tmn","woa_tsd","woa_dist"
599,11.175,-19.5617,2370,22747.4989057337,"GEOB1705-2","MARGO_1544",1,"Box",-19.5,11.3817,647,11,0,0.01,0.005,"Pflaumann et al.","Paleoceanography",1996,"doi:10.1029/95PA01743","doi:10.1594/PANGAEA.227317","G. adamsi set to 0, G. hexagonus set to 0, G. truncatulinoides R moved to sum, device information from duplicate sample, sample depth information from duplicate sample, G. conglomerata set to 0",52,0,NA,279,NA,NA,0.004008016,0,0.001002004,0,0.001002004,NA,NA,NA,0.20741483,0.179358717,0.036072144,0,0,0,0,NA,0.543086172,0,0,0,0,0.006012024,0,0.021042084,0,0.001002004,0,0,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"site2370",17.378,2.187,12413.7358
600,11.175,-19.5617,2370,22747.4989057337,"GEOB1705-2","MARGO_1544",1,"Box",-19.5,11.3817,647,11,0,0.01,0.005,"Pflaumann et al.","Paleoceanography",1996,"doi:10.1029/95PA01743","doi:10.1594/PANGAEA.227317","G. adamsi set to 0, G. hexagonus set to 0, G. truncatulinoides R moved to sum, device information from duplicate sample, sample depth information from duplicate sample, G. conglomerata set to 0",52,0,NA,279,NA,NA,0.004008016,0,0.001002004,0,0.001002004,NA,NA,NA,0.20741483,0.179358717,0.036072144,0,0,0,0,NA,0.543086172,0,0,0,0,0.006012024,0,0.021042084,0,0.001002004,0,0,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"site2370",17.378,2.187,12413.7358
601,11.175,-19.5617,2370,22747.4989057337,"GEOB1705-2","MARGO_1544",1,"Box",-19.5,11.3817,647,11,0,0.01,0.005,"Pflaumann et al.","Paleoceanography",1996,"doi:10.1029/95PA01743","doi:10.1594/PANGAEA.227317","G. adamsi set to 0, G. hexagonus set to 0, G. truncatulinoides R moved to sum, device information from duplicate sample, sample depth information from duplicate sample, G. conglomerata set to 0",52,0,NA,279,NA,NA,0.004008016,0,0.001002004,0,0.001002004,NA,NA,NA,0.20741483,0.179358717,0.036072144,0,0,0,0,NA,0.543086172,0,0,0,0,0.006012024,0,0.021042084,0,0.001002004,0,0,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"site2370",17.378,2.187,12413.7358
602,12.3767,-23.315,2372,250.133655226061,"GEOB1711-5","MARGO_1546",1,"Box",-23.3167,12.3783,1964,11,0,0.01,0.005,"Pflaumann et al.","Paleoceanography",1996,"doi:10.1029/95PA01743","doi:10.1594/PANGAEA.227317","G. adamsi set to 0, G. hexagonus set to 0, G. truncatulinoides R moved to sum, device information from duplicate sample, sample depth information from duplicate sample, G. conglomerata set to 0",52,0,NA,368,NA,NA,0.001,0.006,0.001,0.007,0,NA,NA,NA,0.059,0.418,0.119,0.002,0,0,0,NA,0.167,0,0,0,0,0.002,0,0.196,0.004,0,0,0,0,NA,0,0,NA,0.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,"site2372",16.856,1.913,23894.0798
603,12.3767,-23.315,2372,250.133655226061,"GEOB1711-5","MARGO_1546",1,"Box",-23.3167,12.3783,1964,11,0,0.01,0.005,"Pflaumann et al.","Paleoceanography",1996,"doi:10.1029/95PA01743","doi:10.1594/PANGAEA.227317","G. adamsi set to 0, G. hexagonus set to 0, G. truncatulinoides R moved to sum, device information from duplicate sample, sample depth information from duplicate sample, G. conglomerata set to 0",52,0,NA,368,NA,NA,0.001,0.006,0.001,0.007,0,NA,NA,NA,0.059,0.418,0.119,0.002,0,0,0,NA,0.167,0,0,0,0,0.002,0,0.196,0.004,0,0,0,0,NA,0,0,NA,0.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,"site2372",16.856,1.913,23894.0798
604,12.3767,-23.315,2372,250.133655226061,"GEOB1711-5","MARGO_1546",1,"Box",-23.3167,12.3783,1964,11,0,0.01,0.005,"Pflaumann et al.","Paleoceanography",1996,"doi:10.1029/95PA01743","doi:10.1594/PANGAEA.227317","G. adamsi set to 0, G. hexagonus set to 0, G. truncatulinoides R moved to sum, device information from duplicate sample, sample depth information from duplicate sample, G. conglomerata set to 0",52,0,NA,368,NA,NA,0.001,0.006,0.001,0.007,0,NA,NA,NA,0.059,0.418,0.119,0.002,0,0,0,NA,0.167,0,0,0,0,0.002,0,0.196,0.004,0,0,0,0,NA,0,0,NA,0.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,"site2372",16.856,1.913,23894.0798
605,12.3767,-23.315,2372,250.133655226061,"GEOB1711-5","MARGO_1546",1,"Box",-23.3167,12.3783,1964,11,0,0.01,0.005,"Pflaumann et al.","Paleoceanography",1996,"doi:10.1029/95PA01743","doi:10.1594/PANGAEA.227317","G. adamsi set to 0, G. hexagonus set to 0, G. truncatulinoides R moved to sum, device information from duplicate sample, sample depth information from duplicate sample, G. conglomerata set to 0",52,0,NA,368,NA,NA,0.001,0.006,0.001,0.007,0,NA,NA,NA,0.059,0.418,0.119,0.002,0,0,0,NA,0.167,0,0,0,0,0.002,0,0.196,0.004,0,0,0,0,NA,0,0,NA,0.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,"site2372",16.856,1.913,23894.0798
606,12.3767,-23.315,2372,250.133655226061,"GEOB1711-5","MARGO_1546",1,"Box",-23.3167,12.3783,1964,11,0,0.01,0.005,"Pflaumann et al.","Paleoceanography",1996,"doi:10.1029/95PA01743","doi:10.1594/PANGAEA.227317","G. adamsi set to 0, G. hexagonus set to 0, G. truncatulinoides R moved to sum, device information from duplicate sample, sample depth information from duplicate sample, G. conglomerata set to 0",52,0,NA,368,NA,NA,0.001,0.006,0.001,0.007,0,NA,NA,NA,0.059,0.418,0.119,0.002,0,0,0,NA,0.167,0,0,0,0,0.002,0,0.196,0.004,0,0,0,0,NA,0,0,NA,0.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,"site2372",16.856,1.913,23894.0798
607,12.3767,-23.315,2372,250.133655226061,"GEOB1711-5","MARGO_1546",1,"Box",-23.3167,12.3783,1964,11,0,0.01,0.005,"Pflaumann et al.","Paleoceanography",1996,"doi:10.1029/95PA01743","doi:10.1594/PANGAEA.227317","G. adamsi set to 0, G. hexagonus set to 0, G. truncatulinoides R moved to sum, device information from duplicate sample, sample depth information from duplicate sample, G. conglomerata set to 0",52,0,NA,368,NA,NA,0.001,0.006,0.001,0.007,0,NA,NA,NA,0.059,0.418,0.119,0.002,0,0,0,NA,0.167,0,0,0,0,0.002,0,0.196,0.004,0,0,0,0,NA,0,0,NA,0.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,"site2372",16.856,1.913,23894.0798
608,12.3767,-23.315,2372,250.133655226061,"GEOB1711-5","MARGO_1546",1,"Box",-23.3167,12.3783,1964,11,0,0.01,0.005,"Pflaumann et al.","Paleoceanography",1996,"doi:10.1029/95PA01743","doi:10.1594/PANGAEA.227317","G. adamsi set to 0, G. hexagonus set to 0, G. truncatulinoides R moved to sum, device information from duplicate sample, sample depth information from duplicate sample, G. conglomerata set to 0",52,0,NA,368,NA,NA,0.001,0.006,0.001,0.007,0,NA,NA,NA,0.059,0.418,0.119,0.002,0,0,0,NA,0.167,0,0,0,0,0.002,0,0.196,0.004,0,0,0,0,NA,0,0,NA,0.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,"site2372",16.856,1.913,23894.0798
609,12.3767,-23.315,2372,250.133655226061,"GEOB1711-5","MARGO_1546",1,"Box",-23.3167,12.3783,1964,11,0,0.01,0.005,"Pflaumann et al.","Paleoceanography",1996,"doi:10.1029/95PA01743","doi:10.1594/PANGAEA.227317","G. adamsi set to 0, G. hexagonus set to 0, G. truncatulinoides R moved to sum, device information from duplicate sample, sample depth information from duplicate sample, G. conglomerata set to 0",52,0,NA,368,NA,NA,0.001,0.006,0.001,0.007,0,NA,NA,NA,0.059,0.418,0.119,0.002,0,0,0,NA,0.167,0,0,0,0,0.002,0,0.196,0.004,0,0,0,0,NA,0,0,NA,0.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,"site2372",16.856,1.913,23894.0798
610,12.3767,-23.315,2372,250.133655226061,"GEOB1711-5","MARGO_1546",1,"Box",-23.3167,12.3783,1964,11,0,0.01,0.005,"Pflaumann et al.","Paleoceanography",1996,"doi:10.1029/95PA01743","doi:10.1594/PANGAEA.227317","G. adamsi set to 0, G. hexagonus set to 0, G. truncatulinoides R moved to sum, device information from duplicate sample, sample depth information from duplicate sample, G. conglomerata set to 0",52,0,NA,368,NA,NA,0.001,0.006,0.001,0.007,0,NA,NA,NA,0.059,0.418,0.119,0.002,0,0,0,NA,0.167,0,0,0,0,0.002,0,0.196,0.004,0,0,0,0,NA,0,0,NA,0.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,"site2372",16.856,1.913,23894.0798
611,12.3767,-23.315,2372,250.133655226061,"GEOB1711-5","MARGO_1546",1,"Box",-23.3167,12.3783,1964,11,0,0.01,0.005,"Pflaumann et al.","Paleoceanography",1996,"doi:10.1029/95PA01743","doi:10.1594/PANGAEA.227317","G. adamsi set to 0, G. hexagonus set to 0, G. truncatulinoides R moved to sum, device information from duplicate sample, sample depth information from duplicate sample, G. conglomerata set to 0",52,0,NA,368,NA,NA,0.001,0.006,0.001,0.007,0,NA,NA,NA,0.059,0.418,0.119,0.002,0,0,0,NA,0.167,0,0,0,0,0.002,0,0.196,0.004,0,0,0,0,NA,0,0,NA,0.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,"site2372",16.856,1.913,23894.0798
612,12.3767,-23.315,2372,250.133655226061,"GEOB1711-5","MARGO_1546",1,"Box",-23.3167,12.3783,1964,11,0,0.01,0.005,"Pflaumann et al.","Paleoceanography",1996,"doi:10.1029/95PA01743","doi:10.1594/PANGAEA.227317","G. adamsi set to 0, G. hexagonus set to 0, G. truncatulinoides R moved to sum, device information from duplicate sample, sample depth information from duplicate sample, G. conglomerata set to 0",52,0,NA,368,NA,NA,0.001,0.006,0.001,0.007,0,NA,NA,NA,0.059,0.418,0.119,0.002,0,0,0,NA,0.167,0,0,0,0,0.002,0,0.196,0.004,0,0,0,0,NA,0,0,NA,0.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,"site2372",16.856,1.913,23894.0798
613,12.3767,-23.315,2372,250.133655226061,"GEOB1711-5","MARGO_1546",1,"Box",-23.3167,12.3783,1964,11,0,0.01,0.005,"Pflaumann et al.","Paleoceanography",1996,"doi:10.1029/95PA01743","doi:10.1594/PANGAEA.227317","G. adamsi set to 0, G. hexagonus set to 0, G. truncatulinoides R moved to sum, device information from duplicate sample, sample depth information from duplicate sample, G. conglomerata set to 0",52,0,NA,368,NA,NA,0.001,0.006,0.001,0.007,0,NA,NA,NA,0.059,0.418,0.119,0.002,0,0,0,NA,0.167,0,0,0,0,0.002,0,0.196,0.004,0,0,0,0,NA,0,0,NA,0.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,"site2372",16.856,1.913,23894.0798
614,12.3767,-23.315,2372,250.133655226061,"GEOB1711-5","MARGO_1546",1,"Box",-23.3167,12.3783,1964,11,0,0.01,0.005,"Pflaumann et al.","Paleoceanography",1996,"doi:10.1029/95PA01743","doi:10.1594/PANGAEA.227317","G. adamsi set to 0, G. hexagonus set to 0, G. truncatulinoides R moved to sum, device information from duplicate sample, sample depth information from duplicate sample, G. conglomerata set to 0",52,0,NA,368,NA,NA,0.001,0.006,0.001,0.007,0,NA,NA,NA,0.059,0.418,0.119,0.002,0,0,0,NA,0.167,0,0,0,0,0.002,0,0.196,0.004,0,0,0,0,NA,0,0,NA,0.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,"site2372",16.856,1.913,23894.0798
615,12.3767,-23.315,2372,250.133655226061,"GEOB1711-5","MARGO_1546",1,"Box",-23.3167,12.3783,1964,11,0,0.01,0.005,"Pflaumann et al.","Paleoceanography",1996,"doi:10.1029/95PA01743","doi:10.1594/PANGAEA.227317","G. adamsi set to 0, G. hexagonus set to 0, G. truncatulinoides R moved to sum, device information from duplicate sample, sample depth information from duplicate sample, G. conglomerata set to 0",52,0,NA,368,NA,NA,0.001,0.006,0.001,0.007,0,NA,NA,NA,0.059,0.418,0.119,0.002,0,0,0,NA,0.167,0,0,0,0,0.002,0,0.196,0.004,0,0,0,0,NA,0,0,NA,0.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,"site2372",16.856,1.913,23894.0798
616,12.3767,-23.315,2372,250.133655226061,"GEOB1711-5","MARGO_1546",1,"Box",-23.3167,12.3783,1964,11,0,0.01,0.005,"Pflaumann et al.","Paleoceanography",1996,"doi:10.1029/95PA01743","doi:10.1594/PANGAEA.227317","G. adamsi set to 0, G. hexagonus set to 0, G. truncatulinoides R moved to sum, device information from duplicate sample, sample depth information from duplicate sample, G. conglomerata set to 0",52,0,NA,368,NA,NA,0.001,0.006,0.001,0.007,0,NA,NA,NA,0.059,0.418,0.119,0.002,0,0,0,NA,0.167,0,0,0,0,0.002,0,0.196,0.004,0,0,0,0,NA,0,0,NA,0.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,"site2372",16.856,1.913,23894.0798
617,12.3767,-23.315,2372,250.133655226061,"GEOB1711-5","MARGO_1546",1,"Box",-23.3167,12.3783,1964,11,0,0.01,0.005,"Pflaumann et al.","Paleoceanography",1996,"doi:10.1029/95PA01743","doi:10.1594/PANGAEA.227317","G. adamsi set to 0, G. hexagonus set to 0, G. truncatulinoides R moved to sum, device information from duplicate sample, sample depth information from duplicate sample, G. conglomerata set to 0",52,0,NA,368,NA,NA,0.001,0.006,0.001,0.007,0,NA,NA,NA,0.059,0.418,0.119,0.002,0,0,0,NA,0.167,0,0,0,0,0.002,0,0.196,0.004,0,0,0,0,NA,0,0,NA,0.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,"site2372",16.856,1.913,23894.0798
618,12.3767,-23.315,2372,250.133655226061,"GEOB1711-5","MARGO_1546",1,"Box",-23.3167,12.3783,1964,11,0,0.01,0.005,"Pflaumann et al.","Paleoceanography",1996,"doi:10.1029/95PA01743","doi:10.1594/PANGAEA.227317","G. adamsi set to 0, G. hexagonus set to 0, G. truncatulinoides R moved to sum, device information from duplicate sample, sample depth information from duplicate sample, G. conglomerata set to 0",52,0,NA,368,NA,NA,0.001,0.006,0.001,0.007,0,NA,NA,NA,0.059,0.418,0.119,0.002,0,0,0,NA,0.167,0,0,0,0,0.002,0,0.196,0.004,0,0,0,0,NA,0,0,NA,0.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,"site2372",16.856,1.913,23894.0798
619,11.75,-29.45,2378,189.24314734048,"GEOB1722-3","MARGO_1553",1,"Box",-29.4483,11.75,3971,11,0,0.01,0.005,"Pflaumann et al.","Paleoceanography",1996,"doi:10.1029/95PA01743","doi:10.1594/PANGAEA.227317","G. adamsi set to 0, G. hexagonus set to 0, G. truncatulinoides R moved to sum, device information from duplicate sample, sample depth information from duplicate sample, G. conglomerata set to 0",52,0,NA,544,NA,NA,0.00999001,0.044955045,0,0.010989011,0.052947053,NA,NA,NA,0.387612388,0.094905095,0.167832168,0.005994006,0,0,0,NA,0.094905095,0.008991009,0,0,0.046953047,0.012987013,0,0.00999001,0.008991009,0.015984016,0,0,0.002997003,NA,0,0,NA,0.022977023,NA,NA,NA,NA,NA,NA,NA,NA,NA,"site2378",18.553,2.089,24902.2396
620,11.75,-29.45,2378,189.24314734048,"GEOB1722-3","MARGO_1553",1,"Box",-29.4483,11.75,3971,11,0,0.01,0.005,"Pflaumann et al.","Paleoceanography",1996,"doi:10.1029/95PA01743","doi:10.1594/PANGAEA.227317","G. adamsi set to 0, G. hexagonus set to 0, G. truncatulinoides R moved to sum, device information from duplicate sample, sample depth information from duplicate sample, G. conglomerata set to 0",52,0,NA,544,NA,NA,0.00999001,0.044955045,0,0.010989011,0.052947053,NA,NA,NA,0.387612388,0.094905095,0.167832168,0.005994006,0,0,0,NA,0.094905095,0.008991009,0,0,0.046953047,0.012987013,0,0.00999001,0.008991009,0.015984016,0,0,0.002997003,NA,0,0,NA,0.022977023,NA,NA,NA,NA,NA,NA,NA,NA,NA,"site2378",18.553,2.089,24902.2396
621,14.3433,-30.87,2380,375.970402753486,"GEOB2004-1","MARGO_1558",1,"N/A",-30.8683,14.3467,2571,11,0,NA,NA,"Niebler et al.","Paleoceanography",2003,"doi:10.1029/2003PA000902","doi:10.1594/PANGAEA.227317","G. adamsi set to 0, G. hexagonus set to 0, G. conglomerata set to 0",32,0,300,NA,NA,NA,NA,NA,0.000102997,NA,0.011020702,NA,NA,NA,0.34184777,0.008342775,0.253064167,0.041507879,0,0,0,NA,0.246266351,0,0,0,0.017612524,0.003192914,0.013492636,0.001647956,0,0.004840869,0,0,0.012462664,NA,0,NA,NA,0.044597796,0,NA,NA,NA,NA,NA,NA,NA,NA,"site2380",17.933,2.014,43546.5227
622,14.3433,-30.87,2380,375.970402753486,"GEOB2004-1","MARGO_1558",1,"N/A",-30.8683,14.3467,2571,11,0,NA,NA,"Niebler et al.","Paleoceanography",2003,"doi:10.1029/2003PA000902","doi:10.1594/PANGAEA.227317","G. adamsi set to 0, G. hexagonus set to 0, G. conglomerata set to 0",32,0,300,NA,NA,NA,NA,NA,0.000102997,NA,0.011020702,NA,NA,NA,0.34184777,0.008342775,0.253064167,0.041507879,0,0,0,NA,0.246266351,0,0,0,0.017612524,0.003192914,0.013492636,0.001647956,0,0.004840869,0,0,0.012462664,NA,0,NA,NA,0.044597796,0,NA,NA,NA,NA,NA,NA,NA,NA,"site2380",17.933,2.014,43546.5227
623,14.3433,-30.87,2380,375.970402753486,"GEOB2004-1","MARGO_1558",1,"N/A",-30.8683,14.3467,2571,11,0,NA,NA,"Niebler et al.","Paleoceanography",2003,"doi:10.1029/2003PA000902","doi:10.1594/PANGAEA.227317","G. adamsi set to 0, G. hexagonus set to 0, G. conglomerata set to 0",32,0,300,NA,NA,NA,NA,NA,0.000102997,NA,0.011020702,NA,NA,NA,0.34184777,0.008342775,0.253064167,0.041507879,0,0,0,NA,0.246266351,0,0,0,0.017612524,0.003192914,0.013492636,0.001647956,0,0.004840869,0,0,0.012462664,NA,0,NA,NA,0.044597796,0,NA,NA,NA,NA,NA,NA,NA,NA,"site2380",17.933,2.014,43546.5227
624,-1.33,-31.9,2145,67825.165178198,"V27-206","ATL947_0849",1,"Piston",-31.37,-1.683,4748,11,0,0.01,0.005,"CLIMAP Project Members","Paleoceanography",2003,"doi:10.1029/2002PA000774","doi:10.1594/PANGAEA.77352","G. adamsi set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",20,0,NA,423,NA,0,0.005,0.033,0.007,0.012,0.075,0,NA,NA,0.452,0.007,0.097,0.002,0.002,0,0,NA,0.005,0.071,0.012,0,0.069,0.018,0,0.017,0.012,0.045,0.005,0,0,0,0,0.007,0,0.021,0,NA,NA,NA,NA,NA,NA,NA,0.026,"site2145",19.184,2.071,22617.3559
625,-8.7783,-36.06,786,176436.843678206,"RC12-294","BUFD_0501",0,"Piston",-37.25,-10.08333333,3308,11,0,NA,NA,"Prell et al.","IGBP PAGES/World Data Center-A for Paleoclimatology ",1999,"N/A","https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html","T. sacculifer subspecies set to N/A",34,1,NA,371,0,NA,0,0.032345013,0,0.002695418,0.080862534,0,NA,0,0.28032345,0.010781671,0.113207547,0.008086253,0,0,0,0,0.229110512,0.172506739,0,0,0.010781671,0,0,0.005390836,0,0,0.002695418,0,0.016172507,0,0,0,0,0.018867925,0,NA,0,NA,NA,NA,NA,NA,0.016172507,"site786",16.842,1.472,46185.8479
626,-14.4033,-36.8333,2038,111752.899736136,"RC12-293","ATL947_0617",1,"Piston",-36.88,-13.15,3393,11,0,0.05,0.025,"CLIMAP Project Members","Paleoceanography",2003,"doi:10.1029/2002PA000774","doi:10.1594/PANGAEA.77352","G. adamsi set to 0, G. hexagonus set to 0, T. quinqueloba subspecies set to N/A, T. sacculifer subspecies set to N/A, sample depth information from duplicate sample, G. conglomerata set to 0",20,0,NA,400,NA,0,0,0.022,0,0.017,0.083,0,NA,NA,0.292,0,0.053,0,0,0,0,NA,0.095,0.31,0,0,0.025,0,0.003,0.005,0,0.008,0,0,0.012,0,0,0,0,0.043,0,NA,NA,NA,NA,NA,NA,NA,0.032,"site2038",16.543,2.115,52588.0678
627,-11.845,-8.675,2248,91134.1807817591,"CIRCE-239","MARGO_1257",1,"N/A",-8.28,-11.12,3248,11,0,NA,NA,"Niebler et al.","Paleoceanography",2003,"doi:10.1029/2003PA000902","doi:10.1594/PANGAEA.227317","G. adamsi set to 0, G. hexagonus set to 0, G. truncatulinoides subspecies set to N/A, G. conglomerata set to 0",32,0,300,NA,NA,NA,NA,NA,0.098429319,NA,0,NA,NA,NA,0.005235602,0.028272251,0.003141361,0,0.020942408,0,0,NA,0,0.002094241,0.005235602,0.092146597,0.344502618,0.195811518,0.002094241,0.012565445,0.005235602,0.063874346,0.015706806,0,0,NA,0.007329843,NA,NA,0.097382199,0,NA,NA,NA,NA,NA,NA,NA,NA,"site2248",25.368,1.385,48487.9835
628,-11.845,-8.675,2248,91134.1807817591,"CIRCE-239","MARGO_1257",1,"N/A",-8.28,-11.12,3248,11,0,NA,NA,"Niebler et al.","Paleoceanography",2003,"doi:10.1029/2003PA000902","doi:10.1594/PANGAEA.227317","G. adamsi set to 0, G. hexagonus set to 0, G. truncatulinoides subspecies set to N/A, G. conglomerata set to 0",32,0,300,NA,NA,NA,NA,NA,0.098429319,NA,0,NA,NA,NA,0.005235602,0.028272251,0.003141361,0,0.020942408,0,0,NA,0,0.002094241,0.005235602,0.092146597,0.344502618,0.195811518,0.002094241,0.012565445,0.005235602,0.063874346,0.015706806,0,0,NA,0.007329843,NA,NA,0.097382199,0,NA,NA,NA,NA,NA,NA,NA,NA,"site2248",25.368,1.385,48487.9835
629,-11.845,-8.675,2248,91134.1807817591,"CIRCE-239","MARGO_1257",1,"N/A",-8.28,-11.12,3248,11,0,NA,NA,"Niebler et al.","Paleoceanography",2003,"doi:10.1029/2003PA000902","doi:10.1594/PANGAEA.227317","G. adamsi set to 0, G. hexagonus set to 0, G. truncatulinoides subspecies set to N/A, G. conglomerata set to 0",32,0,300,NA,NA,NA,NA,NA,0.098429319,NA,0,NA,NA,NA,0.005235602,0.028272251,0.003141361,0,0.020942408,0,0,NA,0,0.002094241,0.005235602,0.092146597,0.344502618,0.195811518,0.002094241,0.012565445,0.005235602,0.063874346,0.015706806,0,0,NA,0.007329843,NA,NA,0.097382199,0,NA,NA,NA,NA,NA,NA,NA,NA,"site2248",25.368,1.385,48487.9835
630,-13.9867,-17.1433,1063,131025.135777698,"V16-35","BUFD_0796",1,"Trigger",-17.65,-15.1,3891,11,NA,NA,0.025,"Prell et al.","IGBP PAGES/World Data Center-A for Paleoclimatology ",1999,"N/A","https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html","G. conglomerata abundances moved to unidentified",34,1,NA,428,0,NA,0.004672897,0.002336449,0.011682243,0.011682243,0.025700935,0.007009346,NA,0,0.021028037,0.007009346,0.002336449,0,0.004672897,0,0,0,0.01635514,0.126168224,0.007009346,0.023364486,0.320093458,0.086448598,0.046728972,0.009345794,0.004672897,0.030373832,0.039719626,0,0.002336449,0,0.014018692,0,0,0.147196262,0,NA,0,NA,NA,NA,NA,NA,0.028037383,"site1063",23.93,1.587,45615.4142
631,-13.9867,-17.1433,1063,131025.135777698,"V16-35","BUFD_0796",1,"Trigger",-17.65,-15.1,3891,11,NA,NA,0.025,"Prell et al.","IGBP PAGES/World Data Center-A for Paleoclimatology ",1999,"N/A","https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html","G. conglomerata abundances moved to unidentified",34,1,NA,428,0,NA,0.004672897,0.002336449,0.011682243,0.011682243,0.025700935,0.007009346,NA,0,0.021028037,0.007009346,0.002336449,0,0.004672897,0,0,0,0.01635514,0.126168224,0.007009346,0.023364486,0.320093458,0.086448598,0.046728972,0.009345794,0.004672897,0.030373832,0.039719626,0,0.002336449,0,0.014018692,0,0,0.147196262,0,NA,0,NA,NA,NA,NA,NA,0.028037383,"site1063",23.93,1.587,45615.4142
632,-32.0067,-3.6783,1185,298169.407846483,"V20-227","BUFD_0927",1,"Trigger",-4.233333333,-34.63333333,3812,11,0,0.01,0.005,"Prell et al.","IGBP PAGES/World Data Center-A for Paleoclimatology ",1999,"N/A","https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html","sample depth information from duplicate sample",54,1,NA,338,0,NA,0.00295858,0.00295858,0.100591716,0.00295858,0.00295858,0.014792899,NA,0,0,0.00887574,0.00295858,0,0.026627219,0,0,0,0,0,0.00591716,0.020710059,0.417159763,0.227810651,0,0.01183432,0,0.068047337,0.00591716,0,0,0,0,0,0,0.071005917,0,NA,0,NA,NA,NA,NA,NA,0.00591716,"site1185",27.247,0.932,33169.8079
633,-32.0067,-3.6783,1185,298169.407846483,"V20-227","BUFD_0927",1,"Trigger",-4.233333333,-34.63333333,3812,11,0,0.01,0.005,"Prell et al.","IGBP PAGES/World Data Center-A for Paleoclimatology ",1999,"N/A","https://www.ncdc.noaa.gov/paleo/metadata/noaa-ocean-5908.html","sample depth information from duplicate sample",54,1,NA,338,0,NA,0.00295858,0.00295858,0.100591716,0.00295858,0.00295858,0.014792899,NA,0,0,0.00887574,0.00295858,0,0.026627219,0,0,0,0,0,0.00591716,0.020710059,0.417159763,0.227810651,0,0.01183432,0,0.068047337,0.00591716,0,0,0,0,0,0,0.071005917,0,NA,0,NA,NA,NA,NA,NA,0.00591716,"site1185",27.247,0.932,33169.8079
