Core,Coring device,"Latitude (decimal, from -90 to +90)","Longitude (decimal, from -180 to +180)",Water depth (m),Ocean,Sample depth - upper (m),Sample depth - lower (m),calendar age estimate (cal ky BP),Chronostratigraphic quality (chronozone level),sedimentation rate (cm/ky),Laboratory,Instrument,Publication,added by (name),date of addition,Orbulina universa,Globigerinoides conglobatus,Globigerinoides ruber (pink),Globigerinoides ruber (white),Globigerinoides ruber total,Globoturborotalita tenella,Globigerinoides sacc total,Sphaeroidinella dehiscens,Globigerinella adamsi,Globigerinella siphonifera,Globigerinella calida,Globigerina bulloides,Globigerina falconensis,Beela digitata,Globoturborotalita rubescens,Turborotalita humilis,Turborotalita quinqueloba,Neogloboquadrina pachyderma L,Neogloboquadrina pachyderma R,Neogloboquadrina dutertrei,Globoquadrina conglomerata,Globorotaloides hexagonus,Pulleniatina obliquiloculata,Globorotalia inflata,Globorotalia truncatulinoides total,Globorotalia crassaformis,Globorotalia crassula,Globorotalia hirsuta,Globorotalia scitula,Dentagloborotalia anfracta,Globorotalia menardii,Globorotalia tumida,Globorotalia menardii + tumida,Candeina nitida ,Globigerinita glutinata,Globorotalia theyeri,Tenuitella iota,Berggrenia pumilio + T. humilis,Globigerinita uvula,Other ID,Other UnID,Total Planktics,%(1) or Raw(2),
MD95-2040,,40.582,-9.8612,-2465,North Atlantic,3.47,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,1,0,0,0.7,0.7,0.1,0,0,,3,0,8.8,5.5,0,0,0,9.2,3.3,32.6,0,,,0,11.7,0.1,0,,0,13.9,,0,0,0,0,8.2,,,0,0,,,,1,99.2
MD95-2040,,40.582,-9.8612,-2465,North Atlantic,3.5,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0.5,0,0,1.1,1.1,0,0,0,,3,0,11.8,7.5,0,0,0,8.9,2.2,28,0,,,0,9.4,0.3,0,,0,14.5,,0,0,0,0,9.9,,,0,0,,,,1,97.6
MD95-2040,,40.582,-9.8612,-2465,North Atlantic,3.53,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,2.1,0,0,1.1,1.1,0.2,0,0,,4.1,0,14,5.8,0,0,0,8.2,3,27.5,0,,,0,10.8,0.2,0,,0,9.5,,0,0,0,0,11.4,,,0,0,,,,1,98.8
MD95-2040,,40.582,-9.8612,-2465,North Atlantic,3.56,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,1,0,0,1.1,1.1,0.1,0,0,,3.1,0,9.8,2.7,0,0,0,8.4,3.9,28.8,0,,,0,16.4,0.4,0,,0,10,,0,0,0,0,13.2,,,0,0,,,,1,99.7
MD95-2040,,40.582,-9.8612,-2465,North Atlantic,3.59,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0.8,0,0,1,1,0.2,0,0,,1,0,12,6.6,0.2,0,0,8.4,2.4,31.3,0,,,0,10.6,0.2,0,,0,10.8,,0,0,0,0,12,,,0,0,,,,1,98.9
MD95-2040,,40.582,-9.8612,-2465,North Atlantic,3.62,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0.8,0,0,1.6,1.6,0.3,0,0,,2.5,0,16.4,4.6,0,0,0,9,2.7,26.8,0,,,0,12.6,0.5,0,,0,7.4,,0,0,0,0,12,,,0,0,,,,1,98.3
MD95-2040,,40.582,-9.8612,-2465,North Atlantic,3.65,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,1.5,0,0,1,1,0,0,0,,3.5,0,11.1,4.8,0,0,0,8.8,2.8,27.2,0,,,0,11.3,0,0,,0,11.1,,0,0,0,0,14.1,,,0,0,,,,1,99
MD95-2040,,40.582,-9.8612,-2465,North Atlantic,3.68,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0.4,0,0,1.9,1.9,0,0,0,,3.5,0,16.1,5.6,0,0,0,5.2,3.5,27.3,0,,,0,12.4,0.2,0,,0,11.2,,0,0,0,0,11.4,,,0,0,,,,1,99.1
MD95-2040,,40.582,-9.8612,-2465,North Atlantic,3.71,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,1,0,0,2.6,2.6,0,0,0,,0.8,0,18,5.2,0,0,0,7,1.8,29.8,0,,,0,13.6,0,0,,0,7.6,,0,0,0,0,9.4,,,0,0,,,,1,98.1
MD95-2040,,40.582,-9.8612,-2465,North Atlantic,3.74,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0.5,0,0,3.2,3.2,0,0,0,,1.9,0,11.4,5.3,0,0,0,10.2,3.5,31.3,0,,,0,12.3,0,0,,0,7.2,,0,0,0,0,11.4,,,0,0,,,,1,98.9
MD95-2040,,40.582,-9.8612,-2465,North Atlantic,3.77,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,1.2,0,0,1.6,1.6,0.2,0,0,,1.2,0,12.6,6.5,0.2,0,0,7.3,4.5,31.5,0,,,0,15.7,0.2,0,,0,8.5,,0,0,0,0,7.3,,,0,0,,,,1,98.9
MD95-2040,,40.582,-9.8612,-2465,North Atlantic,3.8,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0.9,0,0,2.1,2.1,0,0,0,,1.8,0,15,7.1,0,0,0,10.4,3.4,27.1,0,,,0,12,0,0,,0,8,,0,0,0,0,9,,,0,0,,,,1,98.2
MD95-2040,,40.582,-9.8612,-2465,North Atlantic,3.83,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0.6,0,0,3,3,0,0,0,,1.8,0,14.7,5.1,0.3,0,0,7.5,5,24.4,0,,,0,15.5,0,0,,0,8.8,,0,0,0,0,9.9,,,0,0,,,,1,97.8
MD95-2040,,40.582,-9.8612,-2465,North Atlantic,3.86,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0.7,0,0,0.7,0.7,0,0,0,,1.2,0,14,5.1,0,0,0,13.3,6.1,22.4,0,,,0,11.7,0,0,,0,12.8,,0,0,0,0,10.3,,,0,0,,,,1,99.7
MD95-2040,,40.582,-9.8612,-2465,North Atlantic,3.89,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,1,0,0,2.6,2.6,0,0,0,,1.4,0,15.7,5.9,0,0,0,8.7,5.4,29.3,0,,,0,12,0,0,,0,5.9,,0,0,0,0,9.5,,,0,0,,,,1,98.5
MD95-2040,,40.582,-9.8612,-2465,North Atlantic,3.92,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,1,0,0,1.5,1.5,0,0,0,,1.2,0,11.8,7.2,0,0,0,8.9,6.7,30,0,,,0,12,0.2,0,,0,6.6,,0,0,0,0,11.4,,,0,0,,,,1,99.5
MD95-2040,,40.582,-9.8612,-2465,North Atlantic,3.95,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,1.3,0,0,2.4,2.4,0,0,0,,0.6,0,13.6,7.3,0,0.2,0,5,6.5,28.1,0,,,0,20.5,0,0,,0,5.6,,0,0,0,0,6.7,,,0,0,,,,1,98.6
MD95-2040,,40.582,-9.8612,-2465,North Atlantic,3.98,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0.8,0,0,3.6,3.6,0,0,0,,1,0,12.5,8.9,0,0,0,10.2,7.6,22.4,0,,,0,17.3,0,0,,0,6.4,,0,0,0,0,5.9,,,0,0,,,,1,98.6
MD95-2040,,40.582,-9.8612,-2465,North Atlantic,4.01,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0.9,0,0,1.8,1.8,0,0,0,,1.2,0,26.5,8.9,0.3,0,0,3.6,3,23.5,0,,,0,9.5,0,0,,0,7.7,,0,0,0,0,9.5,,,0,0,,,,1,99.1
MD95-2040,,40.582,-9.8612,-2465,North Atlantic,4.04,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0.7,0,0.1,2.1,2.2,0,0,0,,0.6,0,11.8,4.3,0,0,0,8.9,5.7,33.1,0,,,0,11.4,0,0,,0,9.3,,0,0,0,0,10,,,0,0,,,,1,99.2
MD95-2040,,40.582,-9.8612,-2465,North Atlantic,4.07,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,1.4,0,0,1,1,0,0,0,,1,0,16.5,4.7,0,0,0,6,3.5,32.2,0,,,0,11.7,0.2,0,,0,9.7,,0,0,0,0,8.7,,,0,0,,,,1,98.8
MD95-2040,,40.582,-9.8612,-2465,North Atlantic,4.1,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,1.2,0,0,0.7,0.7,0,0,0,,1,0,18.3,4.8,0.5,0,0,8.7,3.8,30.3,0,,,0,8.4,0.2,0,,0,7.9,,0,0,0,0,10.8,,,0,0,,,,1,98.5
MD95-2040,,40.582,-9.8612,-2465,North Atlantic,4.13,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0.4,0,0,0.7,0.7,0,0,0,,1.1,0,18.7,3.6,0.2,0,0,7.6,1.8,36,0,,,0,9.7,0.2,0,,0,5.2,,0,0,0,0,12.1,,,0,0,,,,1,98.8
MD95-2040,,40.582,-9.8612,-2465,North Atlantic,4.16,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0.6,0,0,1.5,1.5,0,0,0,,0.8,0,15.9,3.6,0,0,0,9.1,2.3,37.8,0,,,0,7.6,0,0,,0,7.9,,0,0,0,0,10.4,,,0,0.2,,,,1,98.6
MD95-2040,,40.582,-9.8612,-2465,North Atlantic,4.19,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,1,0,0,2.5,2.5,0,0,0,,1.3,0,23.6,4.8,0,0,0,8.9,1.6,29.3,0,,,0,11.1,0,0,,0,5.1,,0,0,0,0,8.3,,,0,0,,,,1,99.1
MD95-2040,,40.582,-9.8612,-2465,North Atlantic,4.22,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,1.6,0,0,1,1,0,0,0,,2.1,0,16.4,7,0,0,0,11.1,2.9,33,0,,,0,8.8,0.2,0,,0,5.1,,0,0,0,0,7.4,,,0,0,,,,1,99.3
MD95-2040,,40.582,-9.8612,-2465,North Atlantic,4.25,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,1.4,0,0,1.1,1.1,0.3,0,0,,0.5,0,13.4,3,0.3,0,0,16.3,3,32.2,0,,,0,11.2,0.3,0,,0,6,,0,0,0,0,9.8,,,0,0,,,,1,99.5
MD95-2040,,40.582,-9.8612,-2465,North Atlantic,4.28,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0.4,0,0,1.4,1.4,0,0,0,,1.4,0,14.2,5.8,0.2,0,0,10.7,2.5,37.5,0,,,0,9.9,0,0,,0,6,,0,0,0,0,7.4,,,0,0,,,,1,98.7
MD95-2040,,40.582,-9.8612,-2465,North Atlantic,4.31,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,1.1,0,0,5.8,5.8,0,0,0,,1.1,0,15.6,5.5,0.4,0,0.2,15.5,1.5,30,0,,,0,4.4,0,0,,0,8,,0,0,0,0,8.9,,,0.2,0,,,,1,100
MD95-2040,,40.582,-9.8612,-2465,North Atlantic,4.34,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0.7,0,0,0.3,0.3,0,0.1,0,,0.5,0,13.1,1.2,0,0.1,0,8.7,1.6,37.1,0,,,0,7.6,0.2,0,,0,5.7,,0,0,0,0,20.7,,,0,0,,,,1,100
MD95-2040,,40.582,-9.8612,-2465,North Atlantic,4.37,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0.7,0,0,1.6,1.6,0,0,0,,0.7,0,14.4,7.5,0,0,0,7.8,0.7,35,0,,,0,6.2,0,0,,0,10.8,,0,0,0,0,11.1,,,0,0,,,,1,99.7
MD95-2040,,40.582,-9.8612,-2465,North Atlantic,4.4,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0.7,0,0,2.1,2.1,0,0,0,,0.7,0,14.2,3,0,0,0,8.6,1.6,40.9,0,,,0,6.6,0,0,,0,7.9,,0,0,0,0,11.2,,,0,0,,,,1,100
MD95-2040,,40.582,-9.8612,-2465,North Atlantic,4.43,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0.4,0,0,1.6,1.6,0,0,0,,0.7,0,12,4.7,0,0.1,0,12.5,1.2,34.8,0,,,0,6.3,0,0,,0,9.2,,0,0,0,0,15.5,,,0,0,,,,1,100.1
MD95-2040,,40.582,-9.8612,-2465,North Atlantic,4.46,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0.7,0,0,1.1,1.1,0,0,0,,1.1,0,13.9,3.2,0,0.1,0,10.1,1.6,35.2,0,,,0,6.5,0.1,0,,0,12,,0,0,0,0,12.6,,,0,0,,,,1,99.7
MD95-2040,,40.582,-9.8612,-2465,North Atlantic,4.49,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0.4,0.3,0,2.4,2.4,0,0,0,,1.3,0,12,4,0,0,0,11,1.8,34.7,0,,,0,7.8,0,0,,0,9.2,,0,0,0,0,13.4,,,0,0,,,,1,99.5
MD95-2040,,40.582,-9.8612,-2465,North Atlantic,4.52,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0.6,0.5,0,0.4,0.4,0,0,0,,0.9,0,13.8,1.8,0.2,0.1,0,8.3,2.6,46.6,0,,,0,5,0,0,,0,8,,0,0,0,0,9.4,,,0,0,,,,1,99.6
MD95-2040,,40.582,-9.8612,-2465,North Atlantic,4.55,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0.6,0.3,0,0.8,0.8,0,0,0,,0.6,0,17.6,5,0.2,0.2,0,10.1,4.2,33.5,0,,,0,7.5,0,0,,0,6.2,,0,0,0,0,11.2,,,0,0,,,,1,100.1
MD95-2040,,40.582,-9.8612,-2465,North Atlantic,4.58,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0.6,0,0,1.5,1.5,0,0,0,,0.8,0,10,7.9,0,0,0,12.3,5.6,33.5,0,,,0,6.7,0.2,0,,0,7.3,,0,0,0,0,11.2,,,0,0,,,,1,99.4
MD95-2039,,40.579,-10.3485,-3381,North Atlantic,3.6,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0.5,0,0,1,1,0,0,0,,1.1,0,19.7,3.9,0,0,0,11.7,0.5,21.6,0,,,0,7.4,0,0,,0,15.9,,0,0,0,0,14.8,,,0,0,,,,1,99.9
MD95-2039,,40.579,-10.3485,-3381,North Atlantic,3.7,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,1,0,0,1.2,1.2,0.1,0,0,,0.7,0,26.1,5.1,0,0,0,13.5,1.7,20.6,0,,,0,8.2,0.1,0,,0,9.3,,0,0,0,0,11.4,,,0,0,,,,1,100
MD95-2039,,40.579,-10.3485,-3381,North Atlantic,3.8,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0.5,0,0,2.8,2.8,0,0,0,,1,0,24.5,7.1,0,0,0,13.2,1.7,21.5,0,,,0,5.5,0,0,,0,7.8,,0,0,0,0,12.6,,,0,0,,,,1,99.9
MD95-2039,,40.579,-10.3485,-3381,North Atlantic,3.9,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0.6,0,0,3.4,3.4,0,0,0,,1.4,0,14.9,5.9,0,0,0,18.2,1.4,23.3,0,,,0,10.1,0.3,0,,0,10.1,,0,0,0,0,10.1,,,0,0,,,,1,100.2
MD95-2039,,40.579,-10.3485,-3381,North Atlantic,4,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,0.7,0.7,0,0,0,,0.7,0,21.2,0.9,0.2,0,0,11.8,2.9,23.2,0,,,0,13.4,0,0,,0,11.6,,0,0,0,0,12.2,,,0,0,,,,1,99.9
SU90-03,,40.505,-32.0533,-2475,North Atlantic,0.97,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,2.2,2.2,0,0,0,,0,0,21.8,0.6,0,0,0,6.6,3.5,18.6,0,,,0,15.5,0,0,,0,9.5,,0,0,0,0,13.2,,,0,0,,,,1,98.8
SU90-03,,40.505,-32.0533,-2475,North Atlantic,0.98,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,3.3,3.3,0,0,0,,0,0,23.9,1.1,0,0,0,5.5,1.1,24.6,0,,,0,18,0,0,,0,4,,0,0,0,0,12.5,,,0,0,,,,1,99.9
SU90-03,,40.505,-32.0533,-2475,North Atlantic,1,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0.3,0,0,2.3,2.3,0,0,0,,0,0,16.2,1.5,0,0,0,8.1,2.3,22,0,,,0,15.3,0.6,0,,0,8.7,,0,0,0,0,15.3,,,0,0,,,,1,98.9
SU90-03,,40.505,-32.0533,-2475,North Atlantic,1.02,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0.2,0,0,2.4,2.4,0,0,0,,0,0,14.1,1.1,0,0,0,8.6,1.3,23.1,0,,,0,19.5,0.2,0,,0,10.2,,0,0,0,0,13.5,,,0,0,,,,1,98.7
SU90-03,,40.505,-32.0533,-2475,North Atlantic,1.04,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,4,4,0,0,0,,0,0,14.4,1.5,0,0.3,0,11.9,3,26,0,,,0,12.6,0,0,,0,9.9,,0,0,0,0,12.1,,,0,0,,,,1,98.7
SU90-03,,40.505,-32.0533,-2475,North Atlantic,1.06,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0.5,0,0,3,3,0,0,0,,0,0,20.8,2.8,0,0,0,7.6,1.4,23.1,0.5,,,0,15.8,0.5,0,,0,8.5,,0,0,0,0,11.9,,,0,0,,,,1,100.1
SU90-03,,40.505,-32.0533,-2475,North Atlantic,1.07,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,2.8,2.8,0,0,0,,0,0,21.2,1.6,0,0,0,6.7,1.9,18.4,0,,,0,13,0,0,,0,7.9,,0,0,0,0,16.7,,,0,0,,,,1,99
SU90-03,,40.505,-32.0533,-2475,North Atlantic,1.08,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,3.4,3.4,0,0,0,,0,0,20.6,1.4,0,0,0,8.9,1.1,19.5,0.2,,,0,17,0.5,0,,0,11.2,,0,0,0,0,12.4,,,0,0,,,,1,99.6
SU90-03,,40.505,-32.0533,-2475,North Atlantic,1.1,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0.2,0,0,3.2,3.2,0,0,0,,0,0,25.4,2.1,0,0,0,5.7,2.5,16.5,0,,,0,14.6,0,0,,0.2,10.6,,0,0,0,0,11,,,0,0,,,,1,99
SU90-03,,40.505,-32.0533,-2475,North Atlantic,1.12,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0.5,0,0,3.1,3.1,0,0,0,,0,0,21.8,2.6,0,0,0,6.2,1.7,21.5,0,,,0,16.8,0.7,0,,0,8.6,,0,0,0,0,10.8,,,0,0,,,,1,99.6
KF16,,37.999,-31.1283,-3050,North Atlantic,6,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0.2,0,0.1,1.9,2,0.2,0,0,,0.4,3.5,26.8,0.2,0,0.3,0,5.4,0.9,19.6,3.8,,,0,15.5,0.5,0,,0,9.8,,0,0,0,0,10.4,,,0,0,,,,1,99.6
SU81-18,,37.767,-10.183,-3155,North Atlantic,3.8,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,1.3,0,0,0.3,0.3,0,0,0,,2.2,0,11.1,0,0,0,0,7,1,34.1,0,,,0,11.8,0.3,0,,0,12.7,,0,0,0,0,18.2,,,0,0,,,,1,100
SU81-18,,37.767,-10.183,-3155,North Atlantic,3.9,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,1.2,0,0,5.5,5.5,0,0,0,,1.2,0,26.2,0,0,0,0,0.9,0.3,35.7,0,,,0,13.5,1.2,0,,0,7.5,,0,0,0,0,6.9,,,0,0,,,,1,100.1
SU81-18,,37.767,-10.183,-3155,North Atlantic,4,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0.7,0,0,5.9,5.9,0,0,0,,1,0,36,0,0,0,0,6.6,0.3,27.6,0,,,0,5.9,0,0,,0,1,,0,0,0,0,14.7,,,0,0,,,,1,99.7
SU81-18,,37.767,-10.183,-3155,North Atlantic,4.1,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,11.3,11.3,0,0,0,,0.6,0,14.6,0,0,0,0,1.1,0.6,36.3,0,,,0,21.1,0.6,0,,0,7.6,,0,0,0,0,6.2,,,0,0,,,,1,100
SU81-18,,37.767,-10.183,-3155,North Atlantic,4.2,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,1,0,0,8.4,8.4,0,0,0,,0.3,0,20.7,0,0.3,0.3,0,3.9,0.6,28.5,0,,,0,23,1.3,0,,0,1.9,,0,0,0,0,9.7,,,0,0,,,,1,99.9
SU81-18,,37.767,-10.183,-3155,North Atlantic,4.3,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,1,0,0,6.4,6.4,0,0,0,,0,0,17,0.6,0,0,0,6.7,0.6,29.8,0,,,0,16,0.3,0,,0,12.2,,0,0,0,0,9.3,,,0,0,,,,1,99.9
SU81-18,,37.767,-10.183,-3155,North Atlantic,4.4,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,2.7,0,0,5,5,0,0,0,,1.1,0,24.8,0,0,0,0,3.1,0.4,30.2,0,,,0,16.4,0,0,,0,5.3,,0,0,0,0,11.1,,,0,0,,,,1,100.1
SU81-18,,37.767,-10.183,-3155,North Atlantic,4.5,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0.8,0,0,2.3,2.3,0,0,0,,0.8,0,24.4,2,0,0.3,0,6.5,0.3,35.7,0,,,0,5.9,0.8,0,,0,6.2,,0,0,0,0,13.9,,,0,0,,,,1,99.9
SU81-18,,37.767,-10.183,-3155,North Atlantic,4.7,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0.4,0,0,7,7,0,0,0,,0,0,17,0,0,0.7,0,2.2,0,45.2,0,,,0,5.9,1.1,0,,0,10.7,,0,0,0,0,9.6,,,0,0,,,,1,99.8
SU81-18,,37.767,-10.183,-3155,North Atlantic,4.8,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0.9,0,0,3.4,3.4,0,0,0,,0.3,0,14.3,0,0,0.6,0,9.3,0.6,46.9,0,,,0,4,0.6,0,,0,8.7,,0,0,0,0,10.2,,,0,0,,,,1,99.8
SU81-18,,37.767,-10.183,-3155,North Atlantic,4.9,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,1.4,0,0,3.8,3.8,0,0,0,,0,0,28.1,0,0,0,0,2.1,0.7,45.8,0,,,0,7.3,0.7,0,,0,3.1,,0,0,0,0,6.9,,,0,0,,,,1,99.9
SU81-18,,37.767,-10.183,-3155,North Atlantic,5,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0.9,0,0,4.3,4.3,0,0,0,,0.3,0,23.3,0,0,0,0,8.9,3.7,33.3,0,,,0,8,0.9,0,,0.6,2.6,,0,0,0,0,13.2,,,0,0,,,,1,100
SU81-18,,37.767,-10.183,-3155,North Atlantic,5.1,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0.5,0,0,0.5,0.5,0,0,0,,0,0,42.1,0,0,0,0,15,6.8,23.4,0,,,0,1.1,0,0,,0,3.9,,0,0,0,0,6.6,,,0,0,,,,1,99.9
SU81-18,,37.767,-10.183,-3155,North Atlantic,5.2,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0,0,0,0,0,0,0,0,,0,0,45.2,0,0,0,0,35.5,10.3,3,0,,,0,0,0,0,,0,0.7,,0,0,0,0,5.3,,,0,0,,,,1,100
SU81-18,,37.767,-10.183,-3155,North Atlantic,5.3,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,1.4,0,0,0.3,0.3,0,0,0,,0.8,0,36.4,0.3,0,0,0,1.4,1.4,22.4,0,,,0,8.1,0,0,,0,8.7,,0,0,0,0,18.8,,,0,0,,,,1,100
KF13,,37.578,-31.8422,-2690,North Atlantic,1.8,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0.5,0.8,0.1,5.1,5.2,0.4,0,0,,0.9,0.4,21.6,0.3,0,0,0.3,3.2,0.9,17,4.3,,,0,17.5,0.6,0,,0.3,12.5,,0,0,0,0.1,12.8,,,0.3,0,,,,1,98.4
KF13,,37.578,-31.8422,-2690,North Atlantic,1.9,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0.2,1.2,0.3,5.5,5.8,0.5,0.1,0,,0.9,0.7,17.7,0.5,0.1,0.3,0,2.3,0.5,12.6,4.7,,,0,19.1,0.5,0,,0,17.4,,0,0,0,0,14.4,,,0,0,,,,1,99
KF09,,37.111,-32.2868,-2655,North Atlantic,2.6,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0.7,0,0.2,6.6,6.8,0,0,0,,1.1,1.4,21,0.2,0,0.5,0,2.3,0,14.8,3.9,,,0,24.8,0.7,0,,0,12.1,,0,0,0,0,9.8,,,0,0,,,,1,99.2
KF09,,37.111,-32.2868,-2655,North Atlantic,2.9,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0.6,0,0,7.3,7.3,0,0,0,,2.7,0.3,19.6,0.3,0,0,0,0.6,1.2,12.1,5.4,,,0,24.8,0.6,0,,0,10.9,,0,0,0,0,13.6,,,0,0,,,,1,99.7
KF09,,37.111,-32.2868,-2655,North Atlantic,3.1,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,0.6,1.7,0,7.6,7.6,0.8,0.3,0,,1.4,0,18.4,0,0.1,0,0,1.7,1,11.7,4.3,,,0,23.3,0,0,,0.1,13.3,,0,0,0,0,13.2,,,0,0.1,,,,1,98.1
SU92-21,,36.512,-23.7367,-4170,North Atlantic,0.8,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,1.4,0.4,0,5.5,5.5,0,0,0,,0.7,0.9,4,1.8,0,0,0,0.9,1.3,24.6,4.6,,,0,46.9,1.8,0,,0,0.4,,0,0,0,0,4.8,,,0,0,,,,1,100
SU92-21,,36.512,-23.7367,-4170,North Atlantic,0.85,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,1.4,0.8,0,4.3,4.3,0.8,0,0,,1.1,0.1,9.6,3.2,0,0.5,0,0.5,0,30.7,4.5,,,0,28.1,0.7,0,,0,4,,0,0,0,0,9.6,,,0,0,,,,1,99.9
GIK15669-1,,34.892,-7.815,-2022,North Atlantic,0.7,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,1.8,0.2,0,2.3,2.3,0.6,0,0,,3.2,1.6,19.2,0.6,0.6,0,0,1.2,0,24.9,7.3,,,0,14.3,2.1,0,,0,7,,0,0,0,0,13.2,,,0,0,,,,1,99.3
GIK15669-1,,34.892,-7.815,-2022,North Atlantic,0.75,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,20/05/07,2.3,0.4,0,4.1,4.1,0.6,0,0,,5.2,1.3,26.4,0.3,0.6,0,0,0.6,0.3,10.4,9.2,,,0,17.2,2.5,0.2,,0,8,,0,0,0,0,10.2,,,0,0,,,,1,98.9
